official_id,name,name_kana,age,faction,office_type,jurisdiction,promises_text,promises_url,blog_url,source,scraped_at
pol_0,三重県,,,,elected,三重県,Elected in 亀山市長選挙（2017年1月29日投票）結果,https://seijiyama.jp/area/card/3624/Hgyh77/M?S=lcqdt0qilc0k,,seijiyama.jp/elections,2025-10-28 11:54:06
pol_1,三鬼　和昭,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_2,三鬼　孝之,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_3,上岡　雄児,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_4,上村　和生,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_5,上村　秀行,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_6,上田　宗久,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_7,下市　晴之,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_8,下村　卓也,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_9,世古　明,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_10,世古口　新吾,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_11,中世古　弘,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_12,中山　裕司,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_13,中山　貴生,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_14,中岡　久徳,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_15,中島　政直,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_16,中島　清晴,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_17,中平　隆夫,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_18,中村　功,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_19,中村　和晃,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_20,中村　孝司,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_21,中村　欣一郎,,,,elected,三重県,Elected in 鳥羽市長選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/CfPabC/M?S=lcqdt0qioj0k,,seijiyama.jp/elections,2025-10-28 11:54:10
pol_22,中村　正治,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_23,中村　良子,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_24,中村　誠,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_25,中田　征治,,,,elected,三重県,Elected in 熊野市長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/bkXBbD/M?S=lcqdt0rfkg0k,,seijiyama.jp/elections,2025-10-28 11:54:35
pol_26,中谷　一彦,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_27,久保　真,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_28,久保　行央,,,,elected,三重県,Elected in 多気町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/dAXUj2/M?S=lcqdt0rgqc0k,,seijiyama.jp/elections,2025-10-28 11:54:41
pol_29,久松　倫生,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_30,井上　幹夫,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_31,井村　貴志,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_32,今村　英靖,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_33,仲　明,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_34,伊藤　康雄,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_35,伊藤　智子,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_36,伊藤　衡基,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_37,位田　まさ子,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_38,佐藤　有毅,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_39,信田　利樹,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_40,倉田　寛次,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_41,元坂　明,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_42,元坂　正人,,,,elected,三重県,Elected in 大台町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/30_mcI/M?S=lcqdt0rgtb0k,,seijiyama.jp/elections,2025-10-28 11:54:45
pol_43,内山　将文,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_44,内山　鉄芳,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_45,出口　真吾,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_46,前田　俊基,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_47,前田　孝也,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_48,加藤　千速,,,,elected,三重県,Elected in 尾鷲市長選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DG9REJ/M?S=lcqdt0rcpj0k,,seijiyama.jp/elections,2025-10-28 11:54:31
pol_49,加藤　徳幸,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_50,加藤　美江子,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_51,加藤　隆,,,,elected,三重県,Elected in 木曽岬町長選挙（2017年4月23日投票）結果,https://seijiyama.jp/area/card/3624/eighB0/M?S=lcqdt0rbnb0k,,seijiyama.jp/elections,2025-10-28 11:54:38
pol_52,北出　幸一,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_53,北出　忠良,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_54,北村　勝,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_55,北森　徹,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_56,南　靖久,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_57,南伊勢町長,,,,elected,三重県,Elected in 南伊勢町長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/BcXPDH/M?S=lcqdt0rfkh0k,,seijiyama.jp/elections,2025-10-28 11:54:48
pol_58,吉井　詩子,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_59,吉岡　勝裕,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_60,吉田　博康,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_61,品川　幸久,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_62,坂井田　茂,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_63,坂口　洋,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_64,坂口　秀夫,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_65,堀口　順也,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_66,堀江　洋子,,,,elected,三重県,Elected in 大台町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/30_mcI/M?S=lcqdt0rgtb0k,,seijiyama.jp/elections,2025-10-28 11:54:45
pol_67,堀端　修,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_68,多気町長,,,,elected,三重県,Elected in 多気町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/dAXUj2/M?S=lcqdt0rgqc0k,,seijiyama.jp/elections,2025-10-28 11:54:41
pol_69,大口　秀和,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_70,大平　勇,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_71,大東　政司,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_72,大森　正信,,,,elected,三重県,Elected in 大台町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/30_mcI/M?S=lcqdt0rgtb0k,,seijiyama.jp/elections,2025-10-28 11:54:45
pol_73,大西　美幸,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_74,大野　寛,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_75,天野　雅仁,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_76,太田　耕司,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_77,契約社員,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_78,奥田　尚佳,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_79,妙慶寺寺務員,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_80,安本　美栄子,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_81,安積　むつみ,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_82,宮崎　栄樹,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_83,宮崎　誠,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_84,家電品販売,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_85,宿　典泰,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_86,小倉　嘉治,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_87,小出　勝次,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_88,小山　巧,,,,elected,三重県,Elected in 南伊勢町長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/BcXPDH/M?S=lcqdt0rfkh0k,,seijiyama.jp/elections,2025-10-28 11:54:48
pol_89,小山　敏,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_90,小川　公明,,,,elected,三重県,Elected in 尾鷲市議会議員選挙（2017年6月11日投票）結果,https://seijiyama.jp/area/card/3624/DF8aIG/M?S=lcqdt0rcka0k,,seijiyama.jp/elections,2025-10-28 11:54:25
pol_91,小川　幹則,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_92,小林　弘典,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_93,小林　貴虎,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_94,小河　光昭,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_95,小野　欽市,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_96,尾上　寿一,,,,elected,三重県,Elected in 紀北町長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/247id6/M?S=lcqdt0rfki0k,,seijiyama.jp/elections,2025-10-28 11:54:51
pol_97,山下　典子,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_98,山下　弘,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_99,山崎　正行,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_100,山川　和基,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_101,山本　桂史,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_102,山本　正一,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_103,山本　節,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_104,山本　良正,,,,elected,三重県,Elected in 熊野市長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/bkXBbD/M?S=lcqdt0rfkg0k,,seijiyama.jp/elections,2025-10-28 11:54:35
pol_105,山本　芳敬,,,,elected,三重県,Elected in 松阪市議会議員選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/b35e9C/M?S=lcqdt0rcrc0k,,seijiyama.jp/elections,2025-10-28 11:55:08
pol_106,山本　起大,,,,elected,三重県,Elected in 志摩市議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/IKTDeG/M?S=lcqdt0repg0k,,seijiyama.jp/elections,2025-10-28 11:55:17
pol_107,山添　英機,,,,elected,三重県,Elected in 大紀町議会議員選挙（2017年2月26日投票）結果,https://seijiyama.jp/area/card/3624/2GXVJH/M?S=lcqdt0qjmf0k,,seijiyama.jp/elections,2025-10-28 11:54:21
pol_108,岡　幸男,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_109,岡　恒和,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_110,岡　英昭,,,,elected,三重県,Elected in いなべ市議会議員選挙（2017年11月19日投票）結果,https://seijiyama.jp/area/card/3624/i1M2ib/M?S=lcqdt0rfrc0k,,seijiyama.jp/elections,2025-10-28 11:55:13
pol_111,岡村　武,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_112,岡田　善行,,,,elected,三重県,Elected in 伊勢市議会議員選挙（2017年10月29日投票）結果,https://seijiyama.jp/area/card/3624/eh_EHG/M?S=lcqdt0rfph0k,,seijiyama.jp/elections,2025-10-28 11:55:04
pol_113,岩田　佐俊,,,,elected,三重県,Elected in 伊賀市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/ai8NIf/M?S=lcqdt0qjpe0k,,seijiyama.jp/elections,2025-10-28 11:54:17
pol_114,岩脇　圭一,,,,elected,三重県,Elected in 津市議会議員選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/B4EF4G/M?S=lcqdt0rgqb0k,,seijiyama.jp/elections,2025-10-28 11:54:59
pol_115,峪　照行,,,,elected,三重県,Elected in 熊野市長選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/bkXBbD/M?S=lcqdt0rfkg0k,,seijiyama.jp/elections,2025-10-28 11:54:35
